ANMOIS;CIE;CIE_NOM;;CIE_PAYS;CIE_PAX;CIE_FRP;CIE_PEQ
202407;APP;AEROLINEAS PACIFICO ATLANTICO, S.A. (APAIR);;PANAMA;13135;0;13135
202407;ASL;AIR SERBIA;;SERBIE;19519;23,9;19758
202407;AUA;AUSTRIAN AIRLINES;;AUTRICHE;90366;47,4;90840
202407;AVA;AVIANCA COLOMBIE;;COLOMBIE;8800;187,5;10675
202407;AZU;AZUL;;BRESIL;15587;282,8;18415
202407;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;232664;116,1;233825
202407;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;3;11826,8;118271
202407;BEL;BRUSSELS AIRLINES;;BELGIQUE;73805;6,5;73870
202407;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;1780,7;17807
202407;BTI;AIR BALTIC;;LETTONIE;31506;61,2;32118
202407;CCA;AIR CHINA INTL;;CHINE;30014;6715,9;97173
202407;CCM;AIR CORSICA;;FRANCE;243791;141,8;245209
202407;CES;CHINA EASTERN AIRLINES;;CHINE;29327;2230,6;51633
202407;CFE;BA CITYFLYER;;ROYAUME-UNI;14429;0;14429
202407;CMA;CMA CGM AIR CARGO;;FRANCE;0;4486,1;44861
202407;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);17318;1825,1;35569
202407;CRL;CORSAIR;;FRANCE;152581;2517,8;177759
202407;CSA;CSA CZECH AIRLINES;;TCHEQUIE;11781;2,9;11810
202407;CSN;CHINA SOUTHERN AIRLINES;;CHINE;13992;600;19992
202407;CTN;CROATIA AIRLINES;;CROATIE;16546;19,2;16738
202407;DAH;AIR ALGERIE;;ALGERIE;302677;694,9;309626
202407;DAL;DELTA AIR LINES;;ETATS-UNIS;235856;2986,4;265720
202407;DLH;LUFTHANSA;;ALLEMAGNE;336275;695,6;343231
202407;DTH;TASSILI AIRLINES;;ALGERIE;18672;0,2;18674
202407;EFW;BA EUROFLYER;;ROYAUME-UNI;17671;0;17671
202407;EIN;AER LINGUS;;IRLANDE;96529;43,4;96963
202407;EJU;EASYJET EUROPE;;AUTRICHE;1444732;0;1444732
202407;ELY;EL AL;;ISRAEL;65846;919,7;75043
202407;ENT;ENTER AIR;;POLOGNE;44700;0;44700
202407;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;25413;865,4;34067
202407;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;22683;722,3;29906
202407;EVA;EVA AIR;;TAIWAN;18430;895,3;27383
202407;EWG;EUROWINGS;;ALLEMAGNE;68789;0;68789
202407;EXS;JET2.COM;;ROYAUME-UNI;20186;0;20186
202407;EZS;EASYJET SWITZERLAND;;SUISSE;473190;0;473190
202407;EZY;EASYJET UK;;ROYAUME-UNI;453911;0,1;453912
202407;FBU;FRENCH BEE;;FRANCE;111189;859,3;119782
202407;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;46835,4;468354
202407;FIN;FINNAIR;;FINLANDE;37933;94,3;38876
202407;FPO;ASL AIRLINES FRANCE;;FRANCE;45374;1044,8;55822
202407;FPY;FLY PLAY;;ISLANDE;10455;4,6;10501
202407;FWI;AIR CARAIBES;;FRANCE (OM);156135;1162,6;167761
202407;GFA;GULF AIR;;BAHREIN;9419;73,6;10155
202407;GPX;GP AVIATION LTD.;;BULGARIE;19760;0;19760
202407;GSW;CHAIR AIRLINES;;SUISSE;16451;0;16451
202407;HLF;CHINA CENTRAL AIRLINES;;CHINE;8;1748,2;17490
202407;HVN;VIETNAM AIRLINES;;VIETNAM;22584;963,3;32217
202407;HYS;HISKY EUROPE;;MOLDAVIE;10322;0;10322
202407;IBE;IBERIA;;ESPAGNE;127979;110,7;129086
202407;ICE;ICELANDAIR;;ISLANDE;34543;37,1;34914
202407;ITY;ITALIA TRASPORTO AEREO;;ITALIE;96289;25,3;96542
202407;JAF;TUIFLY BELGIUM;;BELGIQUE;25759;0;25759
202407;JAL;JAPAN AIRLINES;;JAPON;11908;802,9;19937
202407;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;21415;0;21415
202407;KAC;KUWAIT AIRWAYS;;KOWEIT;9478;408,8;13566
202407;KAL;KOREAN AIR;;COREE DU SUD;14801;1346,6;28267
202407;KLC;KLM/CITYHOPPER;;PAYS-BAS;43962;0;43962
202407;KLM;KLM;;PAYS-BAS;149720;24,6;149966
202407;KMM;KM MALTA AIRLINES;;MALTE;32028;18,6;32214
202407;KQA;KENYA AIRWAYS;;KENYA;18761;696,4;25725
202407;LBT;NOUVELAIR;;TUNISIE;132464;29,4;132758
202407;LGL;LUXAIR;;LUXEMBOURG;32383;0;32383
202407;LOT;LOT POLISH AIRLINES;;POLOGNE;27438;18,9;27627
202407;MAC;AIR ARABIA MAROC;;MAROC;74382;6,8;74450
202407;MAU;AIR MAURITIUS;;MAURICE;65247;1200,2;77249
202407;MEA;MIDDLE EAST AIRLINES;;LIBAN;28678;382,4;32502
202407;MSR;EGYPT AIR;;EGYPTE;21361;491,7;26278
202407;NBT;NORSE ATLANTIC AIRWAYS;;NORVEGE;29648;296,4;32612
202407;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;69207;3,4;69241
202407;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;88197;0,2;88199
202407;NTR;AIR MOANA;;FRANCE (OM);10518;0;10518
202407;PGT;PEGASUS;;TURQUIE;86137;35,2;86489
202407;QTR;QATAR AIRWAYS;;QATAR;92712;7409,2;166804
202407;RAM;ROYAL AIR MAROC;;MAROC;160722;188;162602
202407;REU;AIR AUSTRAL;;FRANCE (OM);123523;1408,4;137607
202407;RJA;ROYAL JORDANIAN;;JORDANIE;12252;34,2;12594
202407;ROT;TAROM;;ROUMANIE;16337;15,6;16493
202407;RUK;RYANAIR UK;;ROYAUME-UNI;18653;1,3;18666
202407;RYR;RYANAIR;;IRLANDE;1732842;26,4;1733106
202407;SAS;SAS;;SUEDE;126315;38;126695
202407;SEH;SKY EXPRESS;;GRECE;22568;8,7;22655
202407;SIA;SINGAPORE AIRLINES;;SINGAPOUR;26870;1542,2;42292
202407;SRR;STAR AIR DANEMARK;;DANEMARK;0;4983;49830
202407;SVA;SAUDIA;;ARABIE SAOUDITE;32445;1225,2;44697
202407;SWR;SWISS;;SUISSE;84473;170,8;86181
202407;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;294;2714,6;27440
202407;SXS;SUNEXPRESS;;TURQUIE;53302;0;53302
202407;SZN;AIR SENEGAL;;SENEGAL;15781;347,1;19252
202407;TAM;TAM/BRASIL;;BRESIL;17296;464,2;21938
202407;TAP;TAP AIR PORTUGAL;;PORTUGAL;136769;50,2;137271
202407;TAR;TUNISAIR;;TUNISIE;127263;195,6;129219
202407;THA;THAI AIRWAYS INTL;;THAILANDE;19341;920,6;28547
202407;THT;AIR TAHITI NUI;;FRANCE (OM);36079;614,4;42223
202407;THY;TURKISH AIRLINES;;TURQUIE;169530;3405,9;203589
202407;TKJ;AJET;;TURQUIE;27995;24,9;28244
202407;TPC;AIR CALEDONIE;;FRANCE (OM);14417;66,7;15084
202407;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;22378;0;22378
202407;TSC;AIR TRANSAT;;CANADA;117204;30,4;117508
202407;TVF;TRANSAVIA FRANCE;;FRANCE;1484446;0;1484446
202407;UAE;EMIRATES;;EMIRATS ARABES UNIS;117879;4486,2;162741
202407;UAL;UNITED AIRLINES;;ETATS-UNIS;97066;2263,7;119703
202407;UPS;UPS AIRLINES;;ETATS-UNIS;0;2138;21380
202407;VLG;VUELING AIRLINES;;ESPAGNE;641743;2,2;641765
202407;VOE;VOLOTEA;;ESPAGNE;726496;0,5;726501
202407;VTA;AIR TAHITI;;FRANCE (OM);96658;181;98468
202407;VTI;VISTARA;;INDE;22083;1090,8;32991
202407;WJA;WESTJET;;CANADA;18087;224,8;20335
202407;WMT;WIZZ AIR MALTA;;MALTE;169777;0;169777
202407;WZZ;WIZZ AIR;;HONGRIE;142271;0;142271
202407;ZZE; AUTRES CIE (E);;_ZZ_E;231693;6160,2;293295
202407;ZZF; AUTRES CIE (F);;_ZZ_F;52052;318,5;55237
202408;AAL;AMERICAN AIRLINES;;ETATS-UNIS;91178;2086;112038
202408;AAR;ASIANA AIRLINES;;COREE DU SUD;15048;352,4;18572
202408;ACA;AIR CANADA;;CANADA;95255;1442,4;109679
202408;ACI;AIRCALIN;;FRANCE (OM);24802;305,3;27855
202408;AEA;AIR EUROPA;;ESPAGNE;35895;2,3;35918
202408;AEE;AEGEAN AIRLINES;;GRECE;93557;76,6;94323
202408;AFR;AIR FRANCE;;FRANCE;4070432;40465;4475082
202408;AIC;AIR INDIA;;INDE;12293;359,7;15890
202408;AMX;AEROMEXICO;;MEXIQUE;21325;712,9;28454
202408;ANA;ANA ALL NIPPON AIRWAYS;;JAPON;10770;542,5;16195
202408;ANE;AIR NOSTRUM;;ESPAGNE;86463;0;86463
202408;APP;AEROLINEAS PACIFICO ATLANTICO, S.A. (APAIR);;PANAMA;14166;0;14166
202408;ASL;AIR SERBIA;;SERBIE;19777;14,8;19925
202408;AUA;AUSTRIAN AIRLINES;;AUTRICHE;90642;52,3;91165
202408;AVA;AVIANCA COLOMBIE;;COLOMBIE;10823;212,3;12946
202408;AZU;AZUL;;BRESIL;14726;328,8;18014
202408;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;240832;117,2;242004
202408;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;0;9698,9;96989
202408;BEL;BRUSSELS AIRLINES;;BELGIQUE;74198;5,1;74249
202408;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;2211,4;22114
202408;BTI;AIR BALTIC;;LETTONIE;32163;64,4;32807
202408;CCA;AIR CHINA INTL;;CHINE;32887;6396,4;96851
202408;CCM;AIR CORSICA;;FRANCE;256859;139,6;258255
202408;CES;CHINA EASTERN AIRLINES;;CHINE;30897;1932;50217
202408;CFE;BA CITYFLYER;;ROYAUME-UNI;16730;0;16730
202408;CHH;HAINAN AIRLINES;;CHINE;7155;309,5;10250
202408;CMA;CMA CGM AIR CARGO;;FRANCE;0;4420;44200
202408;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);16592;1917,9;35771
202408;CRL;CORSAIR;;FRANCE;165507;2468,5;190192
202408;CSA;CSA CZECH AIRLINES;;TCHEQUIE;16157;4,7;16204
202408;CSN;CHINA SOUTHERN AIRLINES;;CHINE;17674;628,1;23955
202408;CTN;CROATIA AIRLINES;;CROATIE;19064;16,3;19227
202408;CXA;XIAMEN AIRLINES;;CHINE;10704;224,9;12953
202408;DAH;AIR ALGERIE;;ALGERIE;333477;665,2;340129
202408;DAL;DELTA AIR LINES;;ETATS-UNIS;244049;3366;277709
202408;DLH;LUFTHANSA;;ALLEMAGNE;346615;706,1;353676
202408;DTH;TASSILI AIRLINES;;ALGERIE;20685;0;20685
202408;EFW;BA EUROFLYER;;ROYAUME-UNI;19288;0;19288
202408;EIN;AER LINGUS;;IRLANDE;107589;41,1;108000
202408;EJU;EASYJET EUROPE;;AUTRICHE;1482729;0;1482729
202408;ELY;EL AL;;ISRAEL;68321;877,4;77095
202408;ENT;ENTER AIR;;POLOGNE;55042;0;55042
202408;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;26388;881,9;35207
202408;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;22278;672,2;29000
202408;EVA;EVA AIR;;TAIWAN;18825;776,7;26592
202408;EWG;EUROWINGS;;ALLEMAGNE;73444;0;73444
202408;EXS;JET2.COM;;ROYAUME-UNI;22991;0,2;22993
202408;EZS;EASYJET SWITZERLAND;;SUISSE;487585;0;487585
202408;EZY;EASYJET UK;;ROYAUME-UNI;484782;0;484782
202408;FBU;FRENCH BEE;;FRANCE;117064;780;124864
202408;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;45030,2;450302
202408;FIN;FINNAIR;;FINLANDE;32411;56;32971
202408;FPO;ASL AIRLINES FRANCE;;FRANCE;62608;960,6;72214
202408;FPY;FLY PLAY;;ISLANDE;12700;11,6;12816
202408;FWI;AIR CARAIBES;;FRANCE (OM);181052;1045,8;191510
202408;GFA;GULF AIR;;BAHREIN;9671;55,9;10230
202408;GPX;GP AVIATION LTD.;;BULGARIE;21313;0;21313
202408;GSW;CHAIR AIRLINES;;SUISSE;18466;0;18466
202408;HVN;VIETNAM AIRLINES;;VIETNAM;25545;1086,5;36410
202408;HYS;HISKY EUROPE;;MOLDAVIE;11656;0;11656
202408;IBE;IBERIA;;ESPAGNE;126611;102;127631
202408;ICE;ICELANDAIR;;ISLANDE;37034;82,2;37856
202408;ITY;ITALIA TRASPORTO AEREO;;ITALIE;76804;26,5;77069
202408;JAF;TUIFLY BELGIUM;;BELGIQUE;28177;0,1;28178
202408;JAL;JAPAN AIRLINES;;JAPON;13121;799;21111
202408;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;21992;0;21992
202408;KAC;KUWAIT AIRWAYS;;KOWEIT;14374;319,4;17568
202408;KAL;KOREAN AIR;;COREE DU SUD;14725;1311,7;27842
202408;KES;AIR ANTILLES;;FRANCE (OM);10572;0;10572
202408;KLC;KLM/CITYHOPPER;;PAYS-BAS;46720;0;46720
202408;KLM;KLM;;PAYS-BAS;149586;25,1;149837
202408;KMM;KM MALTA AIRLINES;;MALTE;32285;19;32475
202408;KQA;KENYA AIRWAYS;;KENYA;18077;381,4;21891
202408;LBT;NOUVELAIR;;TUNISIE;147093;29,6;147389
202408;LGL;LUXAIR;;LUXEMBOURG;35458;0;35458
202408;LOT;LOT POLISH AIRLINES;;POLOGNE;31844;21,6;32060
202408;MAC;AIR ARABIA MAROC;;MAROC;87299;6,3;87362
202408;MAU;AIR MAURITIUS;;MAURICE;60659;929,7;69956
202408;MEA;MIDDLE EAST AIRLINES;;LIBAN;29609;375,2;33361
202408;MSR;EGYPT AIR;;EGYPTE;22418;536,1;27779
202408;NBT;NORSE ATLANTIC AIRWAYS;;NORVEGE;32291;385;36141
202408;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;54584;1,9;54603
202408;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;76297;0;76297
202408;NTR;AIR MOANA;;FRANCE (OM);10023;0;10023
202408;OMA;OMAN AIR;;OMAN;7728;462,9;12357
202408;PGT;PEGASUS;;TURQUIE;88465;53,8;89003
202408;QTR;QATAR AIRWAYS;;QATAR;102201;6467,3;166874
202408;RAM;ROYAL AIR MAROC;;MAROC;179085;177,4;180859
202408;REU;AIR AUSTRAL;;FRANCE (OM);123508;1233;135838
202408;RJA;ROYAL JORDANIAN;;JORDANIE;15634;28,4;15918
202408;ROT;TAROM;;ROUMANIE;15954;10,1;16055
202408;RUK;RYANAIR UK;;ROYAUME-UNI;20112;2,3;20135
202408;RYR;RYANAIR;;IRLANDE;1822329;20,3;1822532
202408;SAS;SAS;;SUEDE;74358;21,9;74577
202408;SEH;SKY EXPRESS;;GRECE;26578;11,3;26691
202408;SIA;SINGAPORE AIRLINES;;SINGAPOUR;27403;1459,1;41994
202408;SRR;STAR AIR DANEMARK;;DANEMARK;0;4038,8;40388
202408;SVA;SAUDIA;;ARABIE SAOUDITE;37120;1217;49290
202408;SWR;SWISS;;SUISSE;88242;134,9;89591
202408;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;171;2197,1;22142
202408;SXS;SUNEXPRESS;;TURQUIE;57771;0;57771
202408;SZN;AIR SENEGAL;;SENEGAL;15923;215,8;18081
202408;TAM;TAM/BRASIL;;BRESIL;15625;486,5;20490
202408;TAP;TAP AIR PORTUGAL;;PORTUGAL;139962;255,5;142517
202408;TAR;TUNISAIR;;TUNISIE;155433;204,8;157481
202408;THA;THAI AIRWAYS INTL;;THAILANDE;19092;767,8;26770
202408;THT;AIR TAHITI NUI;;FRANCE (OM);33869;616,9;40038
202408;THY;TURKISH AIRLINES;;TURQUIE;172570;3466,8;207238
202408;TKJ;AJET;;TURQUIE;33994;14,6;34140
202408;TPC;AIR CALEDONIE;;FRANCE (OM);21651;102,9;22680
202408;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;23060;0;23060
202408;TSC;AIR TRANSAT;;CANADA;125163;18;125343
202408;TVF;TRANSAVIA FRANCE;;FRANCE;1558566;0,7;1558573
202408;UAE;EMIRATES;;EMIRATS ARABES UNIS;126669;3381,4;160483
202408;UAL;UNITED AIRLINES;;ETATS-UNIS;97023;2424,9;121272
202408;UPS;UPS AIRLINES;;ETATS-UNIS;0;1867,5;18675
202408;VLG;VUELING AIRLINES;;ESPAGNE;667246;4;667286
202408;VOE;VOLOTEA;;ESPAGNE;745979;0,3;745982
202408;VTA;AIR TAHITI;;FRANCE (OM);98006;164,2;99648
202408;VTI;VISTARA;;INDE;23566;1030,3;33869
202408;WJA;WESTJET;;CANADA;18646;93,9;19585
202408;WMT;WIZZ AIR MALTA;;MALTE;176654;0,1;176655
202408;WZZ;WIZZ AIR;;HONGRIE;158693;0;158693
202408;ZZE; AUTRES CIE (E);;_ZZ_E;221776;5387,2;275648
202408;ZZF; AUTRES CIE (F);;_ZZ_F;37774;442,6;42200
202409;AAL;AMERICAN AIRLINES;;ETATS-UNIS;60504;1552,4;76028
202409;AAR;ASIANA AIRLINES;;COREE DU SUD;14959;352;18479
202409;ACA;AIR CANADA;;CANADA;85878;1288,3;98761
202409;ACI;AIRCALIN;;FRANCE (OM);18196;243,2;20628
202409;AEA;AIR EUROPA;;ESPAGNE;35839;9,8;35937
202409;AEE;AEGEAN AIRLINES;;GRECE;81508;68,9;82197
202409;AFR;AIR FRANCE;;FRANCE;3689810;40780,4;4097614
202409;AIC;AIR INDIA;;INDE;11972;424;16212
202409;AMX;AEROMEXICO;;MEXIQUE;20288;716,6;27454
202409;ANA;ANA ALL NIPPON AIRWAYS;;JAPON;10686;645;17136
202409;ANE;AIR NOSTRUM;;ESPAGNE;72759;0,5;72764
202409;APP;AEROLINEAS PACIFICO ATLANTICO, S.A. (APAIR);;PANAMA;13086;0;13086
202409;ASL;AIR SERBIA;;SERBIE;18829;18,5;19014
202409;AUA;AUSTRIAN AIRLINES;;AUTRICHE;79375;59,2;79967
202409;AVA;AVIANCA COLOMBIE;;COLOMBIE;9432;266,4;12096
202409;AZU;AZUL;;BRESIL;15429;260,9;18038
202409;BAW;BRITISH AIRWAYS;;ROYAUME-UNI;197051;104,7;198098
202409;BCS;EAT/EUROPEAN AIR TRANSP;;ALLEMAGNE;7;10909,4;109101
202409;BEL;BRUSSELS AIRLINES;;BELGIQUE;65306;3,3;65339
202409;BGA;AIRBUS TRANSPORT INTL;;FRANCE;0;2960,5;29605
202409;BTI;AIR BALTIC;;LETTONIE;29653;63,6;30289
202409;CCA;AIR CHINA INTL;;CHINE;30823;6314,5;93968
202409;CCM;AIR CORSICA;;FRANCE;227083;128,4;228367
202409;CES;CHINA EASTERN AIRLINES;;CHINE;29292;1881,8;48110
202409;CFE;BA CITYFLYER;;ROYAUME-UNI;10291;0;10291
202409;CMA;CMA CGM AIR CARGO;;FRANCE;0;4574,9;45749
202409;CPA;CATHAY PACIFIC;;HONG KONG (CHINE);16479;1706;33539
202409;CRL;CORSAIR;;FRANCE;104131;2136,4;125495
202409;CSA;CSA CZECH AIRLINES;;TCHEQUIE;11542;2,6;11568
202409;CSN;CHINA SOUTHERN AIRLINES;;CHINE;16098;585,7;21955
202409;CTN;CROATIA AIRLINES;;CROATIE;17834;18;18014
202409;DAH;AIR ALGERIE;;ALGERIE;275500;811,8;283618
202409;DAL;DELTA AIR LINES;;ETATS-UNIS;213162;3437,5;247537
202409;DLH;LUFTHANSA;;ALLEMAGNE;316646;663;323276
202409;DTH;TASSILI AIRLINES;;ALGERIE;13468;0;13468
202409;EFW;BA EUROFLYER;;ROYAUME-UNI;17050;0;17050
202409;EIN;AER LINGUS;;IRLANDE;82579;43,3;83012
202409;EJU;EASYJET EUROPE;;AUTRICHE;1502221;0;1502221
202409;ELY;EL AL;;ISRAEL;61909;738,9;69298
202409;ENT;ENTER AIR;;POLOGNE;45337;0;45337
202409;ETD;ETIHAD AIRWAYS;;EMIRATS ARABES UNIS;22474;915,7;31631
202409;ETH;ETHIOPIAN AIRLINES;;ETHIOPIE;21600;702,9;28629
202409;EVA;EVA AIR;;TAIWAN;18590;769,3;26283
202409;EWG;EUROWINGS;;ALLEMAGNE;67282;0;67282
202409;EXS;JET2.COM;;ROYAUME-UNI;17811;0;17811
202409;EZS;EASYJET SWITZERLAND;;SUISSE;440326;0;440326
202409;EZY;EASYJET UK;;ROYAUME-UNI;348810;0;348810
202409;FBU;FRENCH BEE;;FRANCE;88299;972,1;98020
202409;FDX;FEDEX EXPRESS;;ETATS-UNIS;0;45008;450080
202409;FIN;FINNAIR;;FINLANDE;28131;72;28851
202409;FPO;ASL AIRLINES FRANCE;;FRANCE;44632;996,3;54595
202409;FPY;FLY PLAY;;ISLANDE;10177;33,7;10514
202409;FWI;AIR CARAIBES;;FRANCE (OM);84512;980,8;94320
202409;GPX;GP AVIATION LTD.;;BULGARIE;15552;0;15552
202409;GSW;CHAIR AIRLINES;;SUISSE;14273;0;14273
202409;HLF;CHINA CENTRAL AIRLINES;;CHINE;4;1302,9;13033
202409;HVN;VIETNAM AIRLINES;;VIETNAM;23845;1124,5;35090
202409;IBE;IBERIA;;ESPAGNE;124025;124;125265
202409;ICE;ICELANDAIR;;ISLANDE;23794;78,3;24577
202409;ITY;ITALIA TRASPORTO AEREO;;ITALIE;95593;26,5;95858
202409;JAF;TUIFLY BELGIUM;;BELGIQUE;27319;0,1;27320
202409;JAL;JAPAN AIRLINES;;JAPON;12665;832,3;20988
202409;JBU;JETBLUE AIRWAYS CORPORAT;;ETATS-UNIS;21336;1,9;21355
202409;KAC;KUWAIT AIRWAYS;;KOWEIT;9138;410,9;13247
202409;KAL;KOREAN AIR;;COREE DU SUD;15314;1094,5;26259
202409;KLC;KLM/CITYHOPPER;;PAYS-BAS;48320;0;48320
202409;KLM;KLM;;PAYS-BAS;119689;31,3;120002
202409;KMM;KM MALTA AIRLINES;;MALTE;31445;18,3;31628
202409;KQA;KENYA AIRWAYS;;KENYA;14182;465,3;18835
202409;LBT;NOUVELAIR;;TUNISIE;112967;37,8;113345
202409;LGL;LUXAIR;;LUXEMBOURG;28911;0;28911
202409;LOT;LOT POLISH AIRLINES;;POLOGNE;29387;21,6;29603
202409;MAC;AIR ARABIA MAROC;;MAROC;64452;21,2;64664
202409;MAU;AIR MAURITIUS;;MAURICE;39062;857,3;47635
202409;MEA;MIDDLE EAST AIRLINES;;LIBAN;22867;417,1;27038
202409;MSR;EGYPT AIR;;EGYPTE;18842;563,6;24478
202409;NBT;NORSE ATLANTIC AIRWAYS;;NORVEGE;27912;277,3;30685
202409;NOZ;NORWEGIAN AIR SHUTTLE AOC AS;;NORVEGE;42298;2;42318
202409;NSZ;NORWEGIAN AIR SWEDEN AOC;;SUEDE;69465;0;69465
202409;OMA;OMAN AIR;;OMAN;5556;468,2;10238
202409;PGT;PEGASUS;;TURQUIE;86081;72,8;86809
202409;QTR;QATAR AIRWAYS;;QATAR;86014;7223,8;158252
202409;RAM;ROYAL AIR MAROC;;MAROC;144583;279,5;147378
202409;REU;AIR AUSTRAL;;FRANCE (OM);92655;1255,6;105211
202409;ROT;TAROM;;ROUMANIE;16249;15,9;16408
202409;RUK;RYANAIR UK;;ROYAUME-UNI;16224;1,5;16239
202409;RYR;RYANAIR;;IRLANDE;1535242;20,5;1535447
202409;SAS;SAS;;SUEDE;74974;38,7;75361
202409;SEH;SKY EXPRESS;;GRECE;23775;14,5;23920
202409;SIA;SINGAPORE AIRLINES;;SINGAPOUR;26537;1491,5;41452
202409;SRR;STAR AIR DANEMARK;;DANEMARK;0;4633,4;46334
202409;SVA;SAUDIA;;ARABIE SAOUDITE;32912;1271,5;45627
202409;SWR;SWISS;;SUISSE;69355;147;70825
202409;SWT;SWIFTAIR ESPAGNE;;ESPAGNE;1;2363,3;23634
202409;SXS;SUNEXPRESS;;TURQUIE;50252;0;50252
202409;SZN;AIR SENEGAL;;SENEGAL;13453;205;15503
202409;TAM;TAM/BRASIL;;BRESIL;15892;493,9;20831
202409;TAP;TAP AIR PORTUGAL;;PORTUGAL;135578;67,8;136256
202409;TAR;TUNISAIR;;TUNISIE;118297;295,2;121249
202409;THA;THAI AIRWAYS INTL;;THAILANDE;19011;827,7;27288
202409;THT;AIR TAHITI NUI;;FRANCE (OM);30909;605,8;36967
202409;THY;TURKISH AIRLINES;;TURQUIE;161159;3019,2;191351
202409;TKJ;AJET;;TURQUIE;34028;15,4;34182
202409;TPC;AIR CALEDONIE;;FRANCE (OM);14743;92,7;15670
202409;TRA;TRANSAVIA PAYS BAS;;PAYS-BAS;25956;0;25956
202409;TSC;AIR TRANSAT;;CANADA;105388;8,8;105476
202409;TVF;TRANSAVIA FRANCE;;FRANCE;1344410;0;1344410
202409;UAE;EMIRATES;;EMIRATS ARABES UNIS;114958;3514,6;150104
202409;UAL;UNITED AIRLINES;;ETATS-UNIS;90803;2700,6;117809
202409;UPS;UPS AIRLINES;;ETATS-UNIS;0;2117,3;21173
202409;VLG;VUELING AIRLINES;;ESPAGNE;596320;4,8;596368
202409;VOE;VOLOTEA;;ESPAGNE;748009;2,4;748033
202409;VTA;AIR TAHITI;;FRANCE (OM);88162;171,1;89873
202409;VTI;VISTARA;;INDE;18109;985,5;27964
